Última hora del #COVID__19: Sanidad confirma el brote con siete casos activos en Rafelbunyol.Esperamos del Gobierno valenciano transparencia y responsabilidad.No podemos olvidar la importancia del distanciamiento social y de las mascarillas. Prudencia.https://t.co/zc5eM3Pde7,1
"🏞️ Fermoso paseo pola beira do río en #Luou coñecendo en detalle o traballo do Concello de Teo da man do seu alcalde, @rafasisto, e @martinhonoriega.Nos últimos anos municipalizaron servizos como as escolas infantís 👦👩‍🏫 https://t.co/MbSJapoPQn",0
300mgbps al 100% del territorio y 525 millones de euros para garantizar la conectividad de nuestros pueblos. Reivindicamos desde el ⁦@GPPopular⁩ q el gobierno lo recupere YA!!!! https://t.co/0euPsG1HKY,1
Se estima una tasa de paro cercana al 20% al cierre de 2020 y el Gobierno planea subir impuestos.Subir impuestos en una crisis es letal para el empleo. Deberían pensar en reducir gasto político y en eliminar duplicidades. https://t.co/kqExsrACO7 vía @voz_populi,1
"📽️ ""Es la primera vez que en nuestro país hemos salvado a más de 550.000 empresas y protegido a 3.400.000 trabajadores y trabajadoras"".@Yolanda_Diaz_ en #elIntermedio https://t.co/1cO1uwN47B",1
"Emergencia por el coronavirus: El FMI empeora sus pronósticos y augura en España la mayor contracción de las economías, con caídas del 12,8% este año | Público https://t.co/u7A8bAOmyK",1
El PP bloquea en la Eurocámara con Vox y Cs el debate sobre violaciones de derechos en Hungría mientras cuestiona el Estado de Derecho en España https://t.co/EMAaoTEG1H a través de @eldiarioes,1
Seguimos con las campañas : Anunciantes de Sálvame:💰 Endesa💰 Fiat💰 Grupo Ybarra💰 Sandia Fashion💰 La Liga💰 Gisèle Denis💰 Fairy💰 Galería del Coleccionista💰 BluesblockIgual que el Banco de Santander y Botín financian Lo País 👆🏻éstos pagan a quien nos insulta.,1
"Esto no va de límitarse a celebrar un momento “Hamiltoniano” o “Merkeliano”. Va de exigir a Europa la reforma a fondo de una arquitectura fiscal al servicio de políticas de austeridad q han disparado las desigualdadesHoy, con de Román Escolano, ex Ministro del PP con Rajoy👇🏽 https://t.co/dJQvBCOOz0",0
"Datos:El Índice general de la cifra de negocios del Sector Servicios de Mercado corregido de efectos estacionales y de calendario experimenta una variación del −41,4% en abril respecto al mismo mes de 2019. Lo peor es afrontar la crisis teniendo un Gobierno negligente. https://t.co/7h9xZnHn8O",1
L A   V I O L E N C I A   D E   G É N E R O   E X I S T EY quien la niega es C Ó M P L I C E https://t.co/N3Xvu2M9Ao,0
Sanidad se queda sin coartada: no tenía ningún informe de expertos que avalase las marchas del 8-M. https://t.co/3dI9CZkMxv,0
📣 Actos públicos de @ivanedlm este viernes y fin de semana en Galicia ⤵🚩 26 de junio: LUGO🚩 27 de junio: LA CORUÑA🚩 28 de junio: FERROL¡Te esperamos! #Galiciaéverde https://t.co/fWUs4UnMWR,0
"""No hay empresa que pueda tener un proyecto empresarial solvente si sus trabajadoras tienen contratos de horas. Esto no se entiende en Europa. El gran acuerdo que ha de salir de la reconstrucción es no dejar sin futuro a nuestros jóvenes.""📺 @Yolanda_Diaz_ en #CaféYolandaDíaz https://t.co/M5eDGxdp8K",0
Luis Blázquez García-Valenzuela se estrena este jueves como concejal de @vox_es en el Ayuntamiento de Ciudad Real | https://t.co/d1qxv6T03e | Diario Digital Ciudadano de la provincia de Ciudad Real https://t.co/XtWWK1xx7y,0
"📻 El 12 de julio hay que optar entre dos rumbos posibles @Herri_Irratia @ArnaldoOtegi: «Algunos quieren volver al pasado, pero el pasado no tiene futuro: el mundo ha cambiado de tal manera que hay que iniciar un nuevo rumbo. Esa es nuestra propuesta».#PREST https://t.co/K8ANA7C7ak",0
Gracias una vez más @closingap por poner datos y evidencias a la #brechadegénero. Hoy analizando la pandemia del #Covid con perspectiva de género.✅Regulación teletrabajo✅Racionalización horarios✅Emprendimiento mujer rural✅Liderazgo femenino✅Smart workingSigamos 💪🏻🚺 https://t.co/OVRGs3d6mS,0
"Es inexplicable q el gobierno de la Comunidad de Madrid y en vista de las absurdas medidas tomadas por el gobierno de Sánchez en #Barajas, no haya montado ya dispositivos de PCR en transporte público con origen Barajas y en hoteles. Las quejas  no salvan vidas, la gestión sí.",0
"El Comité de empresa de TV3 denuncia el control político de la cadena pública en un comunicado.Su evidente politización, carácter propagandístico y desorbitado coste exige su cierre.Con el dinero de TODOS, se promueve el odio y la confrontación. https://t.co/sxN4uj5urR",1
"🖥 @Macarena_Olona en @EstadoDAlarmaTV.🗨 ""Hemos dicho alto y claro que la violencia no está en el ADN masculino y que por tanto hay que combatir una legislación que ha provocado una profunda desigualdad entre los españoles"".⬇ Hilo con sus intervenciones ⬇ https://t.co/Moni0MKboH",0
"Vaya nivel de ministra!! No tiene ni idea de q en el 2008 el PP no gobernaba,es tal el sectarismo de @Yolanda_Diaz_ q inventa lo que haga falta!! Decir q los ERTes actuales los aprobó la reforma del PP de eso no se acuerda!! https://t.co/aohpUcooMe",1
Por ésto fue cesada la Consejera de Sanidad de Aragón. Pero la culpa la tiene Ayuso... https://t.co/21lj8JIzex,0
La ministra de @empleogob miente deliberadamente Entre 2008 y 2011 gobernaba Zapatero y se llegó al 23% de paro.  Casi 6 MM de parados.Y eso fue antes de la reforma laboral del PP.@Yolanda_Diaz_ es una #ministraembustera del  #gobiernodelbulohttps://t.co/89bwp7SSSd…,1
"La precariedad es uno de los mayores problemas de nuestro país. No podemos dejar sin futuro a las personas más jóvenes, a la generación milenial. La reconstrucción debe pasar por un gran acuerdo para garantizar un horizonte de empleo de calidad. 📺 Hoy en @EspejoPublico. https://t.co/vgnNU3w0CT",0
Casi 20.000 autónomos andaluces han recibido ya las ayudas de 300€ puestas en marcha por la Junta de Andalucía. Se está empleando un procedimiento ágil y sencillo que resuelve las solicitudes en semanas.👏🏼 Gran trabajo @EmpleoJunta. ✅#AndalucíaFuncionahttps://t.co/en9U0d0nZC,1
.⁦@Adif_es⁩ sigue avanzando proyectos en #Cantabria. Se licita la sustitución de motores de agujas en varias estaciones. La renovación de estos mecanismos reduce el número de incidencias y mejora la fiabilidad y la regularidad de las circulaciones https://t.co/kIJ5hr5wht,0
"🏛 @BalEdmundo ""Hoy discutimos lo que llamamos el Real Decreto del Plan B, pues evita que se tenga que decretar #EstadoDeAlarma ante posibles rebrotes"" #PolíticaÚtilCs👉 El Gobierno decía que no era posible, que solo había Plan A.✅🍊 Cs ha logrado que sea posible. https://t.co/eRcG0IxpPA",0
"Sánchez, peor q Zapatero (y parecía imposible)...El Banco de España calcula una caída del PIB en el segundo trimestre de hasta el 21,8%https://t.co/7RAcpdOIQm",1
ERC y Bildu rechazan el decreto que ha permitido la salida ordenada del estado de alarma porque es una medida negociada y apoyada por @CiudadanosCs. Eso es lo que les preocupa la salud de los españoles. Solo les ha faltado gritar “¡viva la muerte!”. https://t.co/NM29u5CKQt,1
"En 2019, se constató una tendencia al incremento de #consumo de productos naturales, de calidad y de mayor precio. Cada persona consumió 758,19 Kg./l. de #alimentos o #bebidas por un valor de 2.567,17€ (algo menos de 50€ semanales). Informe anual de @Alimentacion_es https://t.co/1UZKqc55hf",1
No queremos que se repita el drama de Nissan en Barcelona. Para evitarlo debemos blindar al sector automovilístico de las ocurrencias de Podemos y Compromís.Presentamos una propuesta para cuidar a un sector que supone el 13% de nuestro PIB y el 10% del empleo #PolíticaÚtil https://t.co/vQHzFEeVAt,1
"El Gobierno ha acordado la mayor reforma en 11 años del sistema de becas que no son recompensa, son un derecho.  Ésta es la política valiente: Amplía derechos, avanza firme hacia lo ÚTIL, protege, cuida y defiende al pueblo de quienes quieren venderlo. https://t.co/pwtFb1Ejud",0
"Se trata de reforzar y ampliar lo que en las semanas más duras nos salvó: servicios públicos, solidaridad cívica y un Estado fuerte. Nada de eso es posible sin una Tasa Covid para que el 1% más rico arrime el hombro. https://t.co/p8nYckIn5J",0
"En busca y captura un migrante que fue trasladado de Almeria a Extremadura sin hacerle el test, contagiando a más personasEn busca y captura también el protocolo del Ministerio y los medios para evitar estos desastres que afectan a todos@GPPopular https://t.co/ZS9TUME34Q",1
💬 @JavierMaroto: “El nivel de exigencia del PP está acompañado del nivel de propuestas.“https://t.co/Xmxet7wB3a,0
🚐 Recorrido de @Ortega_Smith por Galicia ⤵📍 26 de junio: GINZO DE LIMIA (Orense)📍 27 de junio: PONTEVEDRA📍 28 de junio: MONFORTE DE LEMOS (Lugo)¡Te esperamos! #Galiciaéverde https://t.co/EhD8RnXTkz,0
💬 @montesinospablo: “Las terribles previsiones del FMI no se responden con brotes verdes.”https://t.co/XI0DRimlet,0
"Dijeron que era imposible, pero hoy la #PolíticaÚtilCs lo hace posible. El real decreto del Plan B permitirá que combatamos los posibles rebrotes sin la necesidad de decretar #EstadoDeAlarma.España necesita acuerdos ante el #COVID19 y nosotros seguiremos tendiendo puentes. https://t.co/Ys5SHFR2cI",0
El PSOE ya no defiende una reforma de la Ley de Financiación de las CCAA como cuando gobernaba. ¿A qué se debe este cambio? Creo que es ahí donde debemos encontrarnos para defender la #Andalucía en la que todos creemos. Pero no tienen voluntad. Han perdido toda la credibilidad. https://t.co/eOOh7Jkjv4,0
"Tendemos la mano al Gobierno apoyando el #RD que regula la normalidad actual, pero exigimos un plan urgente contra #rebrotes, herramientas jurídicas para restringir #movilidad parcial, puesta en marcha de #app para el rastreo #COVID19 y plan para #residencias. El virus sigue aquí https://t.co/fLDG8oyjJ8",0
"Hemos presentado, hoy en el @mapagob, el informe anual de @Alimentacion_es Los #alimentos frescos, variados y de proximidad marcaron el #consumo de los hogares en 2019. Los productos frescos representan un 43,1% del gasto total y un 39,8% del volumen. https://t.co/ABP1BdeuTg https://t.co/qbWnbg1G2R",1
El #glifosato de Monsanto le sale caro a Bayer 👉🏽Bayer acepta pagar 11.000 millones de dólares a las víctimas del herbicida Roundup en Estados Unidos -  https://t.co/Y4LX6yvczO,1
El Gobierno prorrogará la prestación extraordinaria a los autónomos hasta septiembre https://t.co/85AtSmPzhg via @laSextaTV,1
"En @mitmagob hemos aprobado una inversión de 5,3 millones de euros en la ZAL de #València. Con la ejecución de las obras y su recepción municipal, se consolidará para la ciudad un espacio que será motor económico de toda la #ComunitatValenciana. https://t.co/O0FymMeXlc",1
A Xunta de Feijóo foi condenada por ocultar sistemáticamente información relevante sobre a estafa das caixas de aforros galegas.Vimos de presentar dúas denuncias na XEC por empregar de forma interesada o Goberno para sacar réditos electorais.https://t.co/ruwEm3yT4y,1
"No se pueden abordar unos Presupuestos Generales del Estado sin poner encima de la mesa la reforma de la financiación autonómica. Si no se tienen en cuenta criterios como la población o la dispersión geográfica, #Andalucía siempre estará en inferioridad de condiciones. https://t.co/See4bOymiP",0
"El Tribunal de Cuentas entra en la cocina de Tezanos. Se dispone a investigar los contratos del CIS del mes de abril, realizados en pleno estado de alarma. https://t.co/bkjHcfcvbp",1
Estivemos en Sada falando con pais de alumn@s das dificultades da educación tras a pandemia. 2000 millóns de recortes en educación en 11 anos pesan moito. @laopinioncoruna. https://t.co/oHyGL8gt6B,1
"🗣 Mantener la sostenibilidad y equidad de #pensiones en #pactodetoledo, política de vivienda con acceso para #vulnerables y #jóvenes. Fomento #cultura y #deporte. Apoyo al #tercersector manteniendo subvención del 0,7% y un fondo extraordinario por la #pandemia. #Reconstrucción https://t.co/mgTs6cxHtL",0
Comisión de Exteriores en @Congreso_Es interviene @manuelmunizv Sº de Eº de @EspanaGlobal Le dice el #PP que el gobierno ha deteriorado la imagen de España en el exterior por la gestión de la crisisLo que deterioró la imagen del país es la corrupción y el aumento de la pobreza https://t.co/M1LePg38yv,0
"Los ERTE impulsados por @Yolanda_Diaz_ han sido el principal escudo para el empleo en esta crisis, extendiendo la protección social a su máxima cifra histórica: 6 millones de prestaciones del SEPE. Hoy alcanzamos un acuerdo, fruto del diálogo social, para prorrogarlos 3 meses más https://t.co/jVDzx53nJ6",1
También he defendido la posición @MasPais_Es @Equo en el grupo de trabajo Sanidad y Salud Pública🥼Blindar el sistema sanitario público y su financiación en la Constitución🪙Incremento presupuesto atención primaria y comunitaria al 20% y horizonte 25% #ComisióndeReconstrucción https://t.co/x7fcLuOeSc,0
Apoyamos la tramitación del decreto ley  como proyecto de ley para incorporar medidas imprescindibles ante la posibilidad de un brote excepcional. https://t.co/t7qKEffC1V,1
"Escudo Social del Gob de España en Andalucia👇A 7 de junio, 267.240 autónomos andaluces han solicitado la prestación por cese de actividad (17,6% del total de España), siendo resueltas favorablemente 256.820 solicitudes (96,1%) en la Comunidad, por un importe total de 170 M€",1
"Escudo Social del Gobierno de España en Andalucia👇En mayo, 1.204.337 trabajadores andaluces percibieron algún tipo de prestación social por parte del SEPE (ERTE, desempleo, etc.), por un importe total de 969 millones de euros (el 17,6% del total nacional)#EnMarchaTodosUnidos",1
Escudo Social del Gobierno de España en Andalucia👇🏽282.989 trabajadores siguen estando protegidos por un ERTE y 194.403 se han incorporado ya al trabajo a fecha del 19 de junio.#EnMarchaTodosUnidos,1
"No funcionó el sistema de alerta epidemiológica y tampoco funcionó el Ministerio  de Sanidad porque dijo e hizo una cosa y la contraria en asuntos como las compras de material de protección, los protocolos y el uso de mascarillas. https://t.co/aO3xN1Zk14",1
El @Congreso_Es rechaza la propuesta de @populares para que se audite la cifra de muertos por #coronavirus desde el inicio de la pandemiahttps://t.co/BMupJihQ8n vía @libertaddigital,1
"La Junta de Andalucía autoriza un HOTEL de cuatro estrellas frente a la Bahía de Genoveses, en Cabo de Gata. Ya empiezan con su política de afectar a los espacios naturales ‼️https://t.co/THB0j1LREZ",1
"El Programa #Emergia contará con 10,3M€ para captar talento investigador internacional para #Andalucía. La Consejería de @EconomiaAnd pone en marcha estas ayudas para contratar a 40 investigadores con experiencia. ✅ #AndalucíaFuncionahttps://t.co/TJrOl9Tozq",0
Hoy se han producido dos buenas noticias para muchos españoles. El Gobierno ha cumplido con nuestras condiciones y se extenderán hasta el 30 de septiembre:✅ La prestación extraordinaria de autónomos✅ Los ERTE que protegen a millones de trabajadores Seguimos trabajando 💪 https://t.co/ZcKERoMGnz,1
🟣🔵🔴 VOX denuncia la alianza PP-PSOE-Podemos que blinda la corrupción.👉 José María Sánchez defiende la enmienda presentada por VOX a la Proposición de Ley de derogación del plazo máximo previsto para la instrucción en la Ley de Enjuiciamiento Criminal.⬇ HILO ⬇ https://t.co/hMjYNBN3L3,0
🇪🇺Y por último en el grupo de trabajo Unión Europea @MasPais_Es@Equo proponemos💰Fondo de recuperación europeo basado en mutualización de recursos y deudas  🏭Ajuste fiscal en frontera para que paguen más los que más contaminan  #ComisióndeReconstrucción #ReconstrucciónVerde https://t.co/5rFCpDCgeh,0
🗣@AitanaMas mientras llega la nueva financiación queremos que los PGE de 2021 contemplen medidas transitorias para paliar la infrafinanciación valenciana. También que el Gobierno regularice la deuda generada en los últimos años por los intereses del FLA. https://t.co/KonxtwEBZB,0
La Comunitat Valenciana no registra personas fallecidas por coronavirus en la última jornada y suma 38 altas y 8 positivoshttps://t.co/vflAEjTEuW,1
"Hoy hemos aprobado la primera ley de esta legislatura. A propuesta de UP, derogamos la llamada “Ley Berlusconi” del PP para blindar la impunidad de sus casos de corrupción (1/3) 👇 https://t.co/mf2LO2LgIa",1
"Simón alerta del incremento de los casos importados, que ya son el 20% , PERO NO SE CONFUNDAN, HARÁ LO DE SIEMPRE: ES DECIR, NADA .",1
"Simón ha afirmado el jueves que la mayor parte de los detectados  eran inmigrantes irregulares y, en su mayoría, asintomáticos. Pero @SaludPublicaEs no quiere hacer PCR en nuestras fronteras. Y es que les gusta el efecto llamada. Y rejuvenecer a la población, vaciando residencias",1
% de mujeres trabajadoras en primera línea en 🇪🇺: ✅76% sanitarias✅93% cuidadoras/docentes en escuelas infantiles ✅95% limpieza/ayuda doméstica ✅86% cuidados personalesNuestras propuestas para una recuperación con perspectiva de género👇🇪🇺 https://t.co/iBXhlAy3BK,1
El Congreso ha aprobado la propuesta de #UnidasPodemos de anular la reforma del PP del art 324 LECRIM para cerrar las investigaciones de sus corruptelas. 64 veces bloquearon los intentos de acabar con su ley de auto amnistía.Un paso contra la impunidad. Votaron en contra PP y Vox,1
"Siempre apoyamos a los españoles en cargos europeos. Lo hicimos con Solana, Almunia, Solbes, Borrell y ahora Calviño. A pesar de que el PSOE rechazó a Loyola Palacio, Cañete y Guindos. Es el PPE el que ha propuesto el plan de recuperación económica. Somos patriotas y europeístas. https://t.co/h65qgl9Hi6",1
"Los socialistas defendemos una salida inclusiva.En medio de la pandemia, hemos subido el SMI  y puesto en marcha el Ingreso Mínimo Vital.Hemos protegido a autónomos y a colectivos vulnerables.Una salida SOLIDARIA.🌹 @carmencalvo_ #IdoiaLehendakari#EnMarchaTodosUnidos https://t.co/oMgGxsLYvk",0
"Algaida de Villanueva. 3 vecinos y 1 concejal del PP piden quitar la bandera LGTBI del balcón del Ayto. Su alcalde (PSOE) la quita.Este es el gran ejemplo de los vecinos y vecinas de uno de esos pueblos de 4176 habitantes, en riesgo de despoblación: 400 banderas en las calles 👏 https://t.co/HwEXbPAh4P",1
El PP no puede dar muchas lecciones de patriotismo. Ni de diplomacia económica. Su carta de presentación: Rodrigo Rato. La nuestra: Nadia Calviño. @gpscongreso https://t.co/VFrFjOWovl,0
REPUGNANTE.Hola @IreneMontero... se te ha olvidado un tuit..! @GPPopular Subvenciones para 'comprar' esposa en Chechenia https://t.co/UwxFHwfiFB,0
"Si SS. MM. los Reyes visitarán #Benidorm, ¿qué mejor que reunirse con @kellysbenidorm y ayudar a visibilizar el problema de precariedad tan dura y acusada que tiene este colectivo, de los que más están sufriendo los estragos de la crisis?Así lo proponemos desde #Compromís https://t.co/dduIOl8zXM",0
"Rebrotes en zonas de Andalucía, un fallecido y decenas de agentes de las FCSE en aislamiento.Los puertos continúan abiertos y el Gobierno socialcomunista sigue sin poner soluciones a la llegada de inmigrantes contagiados a costas españolas.Os lo cuenta @rubnpulido 👇🏻 https://t.co/lghqNqyJ61",1
💪 Medidas fruto del #AcuerdoSocial✅ Prohibición de despedir durante el tránsito al ERTE✅ Ampliación protección a los contratos temporales✅ Extensión protección de los fijos discontínuos hasta el 31 diciembre✅ Prohibición operar en paraísos fiscales📺 @Yolanda_Diaz_ https://t.co/lN1TZEcGE8,0
"Villanueva de Algaida. 3 vecinos y 1 concejal del PP piden quitar la bandera LGTBI del balcón del Ayto. Su alcalde (PSOE) la quita.Este es el gran ejemplo de los vecinos y vecinas de uno de esos pueblos de 4176 habitantes, en riesgo de despoblación: 400 banderas en las calles 👏 https://t.co/hgXSd6kkqK",1
En los momentos más difíciles de nuestro país el Diálogo Social está a la altura. El acuerdo con los agentes sociales tiene dos objetivos: reactivar la economía y ofrecer certezas y estabilidad. Todo mi reconocimiento a las personas que han hecho posible el #AcuerdoSocial. https://t.co/Bf3hoHAlDM,0
Los datos que el PP olvida cuando acusa al Gobierno de mentir sobre las cifras de muertos https://t.co/jVsu5ChpIj,0
"Villanueva de Algaidas. 3 vecinos y 1 concejal de PP piden quitar la bandera LGTBI del balcón del Ayto. Su alcalde (PSOE) la quita.Este es el gran ejemplo de los vecinos y vecinas de uno de esos pueblos de 4218 habitantes, en riesgo de despoblación: 400 banderas en las calles 👏 https://t.co/yYwQYfVonz",1
En los momentos más difíciles de nuestro país el Diálogo Social está a la altura. El acuerdo con los agentes sociales tiene dos objetivos: reactivar la economía y ofrecer certezas y estabilidad.Todo mi reconocimiento a las personas que han hecho posible el #AcuerdoSocial. https://t.co/2JwqBL32Ri,0
Unidas Podemos pide al Gobierno suspensión cautelar del proyecto de hotel en Cabo de Gata https://t.co/Tyxh6AMb0E vía @efeverde,0
#Galicia se pone en marcha camino del #12J📣📣📣 ¡Arranca la campaña del @PSdeG!A forza para o progreso de Galicia.🔝 @G_Caballero_M⏰ A partir de las 23:00h 🌹🌹🌹 #FainoPorGalicia #EnMarchaTodosUnidos https://t.co/OuoD8UaExD,0
"Hay personas extraordinarias que cuando crees que no pueden sorprenderte más... escriben una novela!. Esta noche empiezo “Ionela”, la primera novela de @SimancasRafael , con tintes de suspense y el Congreso de los Diputados como telón de fondo...prometedor!! https://t.co/zg5bUXDxJF",0
"⚖️ Una buena noticia en la lucha contra la #corrupción: se aprueba en la Comisión de Justicia la Proposición de Ley para derogar el plazo máximo de instrucción de la #LECrim, que permitía la impunidad de causas de corrupción por caducar los casos en juzgado. https://t.co/LPXqcxb0ph",0
¡Buenas Noticias!El Gobierno ha cumplido otras dos exigencias de #PolíticaÚtilCs ✅👉 Extensión de los ERTE hasta el 30 de septiembre.👉 Extensión de prestación extraordinaria para autónomos.📽 Te cuenta @BalEdmundo ¡Seguimos trabajando! 💪🍊 https://t.co/aYA0tdt1Lq,1
"Apoyamos el decreto de normalidad para incorporar propuesta sanitarias frente a rebrotes y económicas para recuperar el empleo. Estamos siendo más leales que los socios de Sánchez, pero pedimos eficacia para salir de la crisis y un pacto de Estado Cajal para reforzar la sanidad. https://t.co/6W4GLaQ7X0",0
"He preguntado también por los planes de vacunación en otoño, los protocolos y planes de contingencia para evitar rebrotes. https://t.co/yUIbUFTrvN",0
Hoy en el grupo de trabajo de sanidad la Comision para la Reconstrucción hemos propuesto reforzar el sistema sanitario con un verdadero sistema de vigilancia epidemiológica. https://t.co/BRfFoC1bA0,0
"👏 @MaddalenIriarte: «Hago un llamamiento a todas aquellas personas que creen que hay que cambiar de rumbo para comenzar a proteger a la gente y construir el país que merecemos».Vascos y vascas que creen que hay que cambiar las cosas, el cambio se llama EH Bildu.#PREST https://t.co/wDxPj1XiRs",0
"📝 @VickyRosell, Delegada del Gobierno contra la Violencia de Género, cuenta en esta entrevista el impacto de la violencia de género durante el confinamiento con un aumento del 50% de los servicios de atención a víctimas #VivasNosQueremoshttps://t.co/z4a2Sl9Cm8 https://t.co/EeW6lnGVH4",1
"La creación de una Agencia de Salud Pública integrada por profesionales de las Comunidades Autónomas, así como un Plan integral de recursos humanos y un modelo de financiación del sistema sanitario son fundamentales. https://t.co/rn89EB0iNq",0
"Bakartxo Tejeria: ""@eajpnv es la mejor #garantía para que #Euskadi supere esta crisis causada por el coronavirus y se vuelva a poner en pie; es la mejor garantía para que este pueblo siga avanzando en su proceso de #construcción nacional"". #EuskadiZutik #Saldremos #U12 #12J https://t.co/5T7g9APYTe",0
Que no pase desapercibido esto del otro día.Para quien se pregunte el porqué de la aproximación del Gobierno a Cs y qué pedirá Europa a cambio de los centenares de miles de millones de € en ayudas prometidos.SPOILER: PGE restrictivos y recortes. https://t.co/6R0wq4YmFX,0
#VOX exige al gobierno municipal de Coria una respuesta inmediata y eficaz al problema de los gases tóxicos https://t.co/jegjACZUX3,0
"🌍 ""El personal encargado de tareas internacionales carece de la formación y recursos para realizar campañas de comunicación o información muy sofisticadas"".👉 @AlbertoAsarta recalca la importancia de mejorar la imagen, la reputación y la percepción de España. ⬇ HILO ⬇ https://t.co/QRiQCKnAPU",0
"#CampañaAutonómicasEuskadi Esta tarde lluviosa, muy vasca, inicio de una campaña diferente con la fuerza de la Vicepresidenta del Gobierno @carmencalvo_  y la sensatez y valentía de la Secretaría General de @socialistavasco @IdoiaMendia #Erantzunak#soluciones https://t.co/9h1bZJVQWZ",0
"«Todo el que nace, vive y trabaja en nuestro país, tendrá garantizados los derechos a la vivienda, a la sanidad, a la educación, a un empleo digno, a vivir en un entorno natural ecológico y a un sistema que garantice nuestros cuidados».#PREST https://t.co/x9Yat26ZoX",0
Lo tengo que decir: estoy hasta de que la gente se salte los protocolos sanitarios anti #Covid19 para ser los primeros en salir del #tren.Igual que no entiendo por qué se llenan los vagones pero no reanudan los servicios de venta a bordo. https://t.co/h1ybYBII5g,1
"📡 @andoniortuzar: ""Cuando @eajpnv viene a #Gernika se toma muy en serio lo que va a decir, porque el cumplimiento de lo dicho aquí cobra más valor, nos obliga mucho más. Empeñar nuestra palabra en Gernika es ley para este Partido y para quienes estamos aquí"". #EuskadiZutik https://t.co/YT7WgdS0s1",0
"Con acuerdo hoy se amplían los ERTE hasta septiembre.Con acuerdo hoy aprueba el Congreso el decreto que regula la salida a la pandemia.Acuerdo político y diálogo social. Así -y no gritando- se salvan vidas, empleo y futuro. https://t.co/ny14F6qUL6",1
Lo tengo que decir: estoy cansada de que la gente se salte los protocolos sanitarios anti #Covid19 para ser los primeros en salir del #tren.Igual que no entiendo por qué se llenan los vagones pero no se reanudan los servicios de venta a bordo. https://t.co/oNOsa23KW5,1
⁦@paconunez_⁩ propone 🙇‍♂️estudiar 👀conocer 👂🏻👂🏻👂🏻👂🏻Escuchar🗣diálogar 🤝acordarEn  la comisión COVID de las Cortes de Castilla la Mancha como protagonista la sociedad civil de CLM . https://t.co/TZ0Ba4Q2Y2,0
"En la visita a la sede de la @fortegamaranon tras su rehabilitación con una inversión de @mitmagob por más de 2 Mill€.Nuestro compromiso es mejorarla más con cargo al programa 1,5% cultural con obras por valor de más de 3 Mill€. https://t.co/2wRy2qB8Ks",0
"📸 Vascos y vascas que creéis que hay que cambiar las cosas, el cambio se llama EH BILDU.El cambio comienza ahora. Aldaketa orain hasiko da! #PREST #MereziDuzunHerria https://t.co/rWgVU4tC6j",0
Así es como Pablo Iglesias y Podemos despolitizan y refuerzan la autonomía de la Justicia 👇 https://t.co/X7dc7QvVlO,0
"‼️ Recordamos que mañana tendrá lugar el segundo encuentro telemático con distintos colectivos sociales de los cuidados, en el que participarán varios diputados y diputadas de Unidas Podemos.⏰ ¡Síguelo en directo mañana a las 18 h! https://t.co/4IQEac14U6",0
"Un país decente, una sociedad decente, no excluye a nadie. Un país decente manifiesta su orgullo y su respeto a la diversidad. #Lgtbi#DíaDelOrgullo. https://t.co/sfOeYYVScR",0
